Post Date,Post Id,Post Url,Price,Location,Post title
2022-07-03 21:12,7499185708,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-custom-built-mid-range/7499185708.html,"$1,100", (downtown / civic / van ness),Custom Built Mid-range Gaming PC (RTX 3060+i5-10600k)
2022-07-03 19:47,7500481637,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-2015-macbook-pro-13-16gb/7500481637.html,$385, (pacific heights),2015 MacBook Pro 13” 16GB RAM 500GB SSD
2022-07-03 18:29,7504462922,https://sfbay.craigslist.org/sfc/sys/d/oakland-microsoft-surface-pro-1979/7504462922.html,"$1,200", (Oakland),Microsoft Surface Pro 1979 Laptop 4 15” Touchscreen Intel Core i7
2022-07-03 18:26,7500066037,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-dell-optiplex-330/7500066037.html,$160, (west portal / forest hill),Dell Optiplex 330
2022-07-03 18:24,7500066021,https://sfbay.craigslist.org/sfc/sys/d/dell-vostro-230/7500066021.html,$150, (west portal / forest hill),Dell Vostro 230
2022-07-03 18:22,7500065799,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-dell-optiplex-745/7500065799.html,$120, (west portal / forest hill),Dell Optiplex 745
2022-07-03 18:20,7502555773,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-new-razer-blade-15-gaming/7502555773.html,"$2,695", (downtown / civic / van ness),NEW - Razer Blade 15 Gaming Laptop (2022)
2022-07-03 18:20,7500065538,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-hp-compaq-core-duo/7500065538.html,$100, (west portal / forest hill),HP Compaq Core Duo
2022-07-03 18:20,7500065510,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-hp-optional-paper-tray/7500065510.html,$90, (west portal / forest hill),HP Optional Paper Tray
2022-07-03 18:20,7500065442,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-dell-27-inch-ultra-hd-4k/7500065442.html,$250, (west portal / forest hill),Dell 27 inch Ultra HD 4K Monitor
2022-07-03 18:18,7500065248,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-dell-ultra-sharp-27-inch/7500065248.html,$180, (west portal / forest hill),Dell Ultra Sharp 27 inch LED Monitor
2022-07-03 18:16,7500065157,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-dell-24-inch-ultra-sharp/7500065157.html,$120, (west portal / forest hill),Dell 24 inch Ultra Sharp LED Monitor
2022-07-03 18:14,7500064520,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-asus-27-inch-led-monitor/7500064520.html,$120, (west portal / forest hill),ASUS 27 inch LED Monitor
2022-07-03 18:13,7504459366,https://sfbay.craigslist.org/sfc/sys/d/oakland-move-out-sale-lenovo-thinkpad/7504459366.html,$600, (Oakland),Move-out sale: Lenovo Thinkpad T14 Business Laptop Intel i5-10210U
2022-07-03 18:12,7500064375,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-samsung-27-inch-tv-monitor/7500064375.html,$100, (west portal / forest hill),Samsung 27 inch TV Monitor
2022-07-03 18:10,7500064249,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-dell-24-inch-lcd-monitor/7500064249.html,$80, (west portal / forest hill),Dell 24 inch LCD Monitor
2022-07-03 18:09,7504458283,https://sfbay.craigslist.org/sfc/sys/d/bolinas-lenovo-z50-70/7504458283.html,$100, (East Bay),Lenovo  z50-70
2022-07-03 18:08,7500063997,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-dell-24-inch-monitor/7500063997.html,$70, (west portal / forest hill),Dell 24 inch Monitor
2022-07-03 18:02,7504456566,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-2015-late-imac-27inch-5k/7504456566.html,$500, (inner richmond),2015 late imac 27inch 5K
2022-07-03 18:00,7504456211,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-lenovo-ideacentre-aio-ast/7504456211.html,$400, (inner richmond),Lenovo Ideacentre AIO 520-24AST 8GB Ram 1 TB SSD
2022-07-03 17:59,7500063791,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-dell-ultra-sharp-22-inch/7500063791.html,$60, (west portal / forest hill),Dell Ultra Sharp 22 inch  Monitor
2022-07-03 17:57,7500063482,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-dell-22-inch-lcd-monitor/7500063482.html,$60, (west portal / forest hill),Dell 22 inch LCD Monitor
2022-07-03 17:55,7504454802,https://sfbay.craigslist.org/sfc/sys/d/oakland-lenovo-thinkpad-t430-business/7504454802.html,$100, (Oakland),Lenovo Thinkpad T430 Business Laptop Intel i5-3320M 2.60GHz $100
2022-07-03 17:55,7500063063,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-hyundai-24-inch-lcd/7500063063.html,$50, (west portal / forest hill),Hyundai 24 inch LCD Monitor
2022-07-03 17:53,7500063017,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-vizio-22-inch-tv-monitor/7500063017.html,$50, (west portal / forest hill),Vizio 22 inch TV Monitor
2022-07-03 17:51,7500062049,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-acer-x213h-monitor/7500062049.html,$30, (west portal / forest hill),Acer X213H Monitor
2022-07-03 17:49,7500061838,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-nec-multi-sync-90-gx/7500061838.html,$25, (west portal / forest hill),NEC Multi Sync 90 GX Monitor
2022-07-03 17:44,7504452107,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-gaming-laptop-3070/7504452107.html,"$1,200", (San Francisco),Gaming laptop 3070
2022-07-03 17:30,7496426118,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-25-apple-27-thunderbolt/7496426118.html,$180, (alamo square / nopa),(25) Apple 27” Thunderbolt Display Monitors
2022-07-03 17:14,7495842636,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-macbook-air-gb-256gb-open/7495842636.html,$780, (San Francisco),Macbook Air m1 2020 8gb 256gb Open box condition
2022-07-03 17:14,7500071965,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-lenovo-legion-slim-r7/7500071965.html,"$1,299", (San Francisco),Lenovo Legion Slim 7 R7 5800h Rtx 3060 24gb 1tb Ssd Brand New
2022-07-03 17:14,7495439342,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-ipad-pro-129-4th-gen-a12z/7495439342.html,$799, (San Francisco),iPad Pro 12.9 4th Gen A12Z silver like new condition
2022-07-03 17:14,7495845631,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-asus-rog-flow-r9-6900hs/7495845631.html,"$1,499", (San Francisco),Asus ROG Flow X13 2022 R9 6900hs 3050Ti 16gb 1TB Brand New 1 Year Warranty
2022-07-03 17:10,7504443390,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-laptop-alienware-m17-r4/7504443390.html,"$2,200", (San Francisco),Laptop Alienware M17 R4
2022-07-03 17:08,7492428611,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-asus-u80v-14-laptop-with/7492428611.html,$250, (excelsior / outer mission),"ASUS U80V 14"" Laptop with Microsoft Office 2013"
2022-07-03 17:08,7492338862,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-asus-i7-2600k-34ghz/7492338862.html,$400, (excelsior / outer mission),ASUS i7-2600K 3.4GHz computer / Windows 10 Pro and MS Office 2013
2022-07-03 17:01,7500049818,https://sfbay.craigslist.org/sfc/sys/d/dell-laptop-charger/7500049818.html,$20, (west portal / forest hill),Dell Laptop Charger
2022-07-03 16:45,7504436528,https://sfbay.craigslist.org/sfc/sys/d/oakland-move-out-sale-lenovo-thinkpad/7504436528.html,$400, (Oakland),Move-out sale: Lenovo Thinkpad T480 Business Laptop Intel i5-8250U
2022-07-03 16:37,7497162328,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-canon-printer-pixma-mx-492/7497162328.html,$45, (north beach / telegraph hill),Canon printer Pixma MX 492
2022-07-03 16:26,7504431320,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-mac-pro/7504431320.html,$350, (lower nob hill),mac pro 17 2011
2022-07-03 15:59,7504423318,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-gaming-compter/7504423318.html,$750, (hayes valley),Gaming Compter
2022-07-03 15:16,7504411002,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-2016-apple-macbook-pro/7504411002.html,$450, (lower pac hts),"2016 Apple MacBook Pro 15"" - 2.7GHz Core i7 16GB Ram 500GB SSD"
2022-07-03 12:55,7498321430,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-acer-micro-atx-tower-pc/7498321430.html,$80, (glen park),Acer Micro ATX Tower PC -  Intel Core i3-7100 3.9 GHz/8GB RAM/400GB HD
2022-07-03 12:54,7504361673,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-12tb-flash-disk-drive/7504361673.html,$40, (portola district),12TB Flash Disk Drive - perfect for backups/extra storage (FDD/HDD)
2022-07-03 12:45,7504358144,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-mac-pro/7504358144.html,$350, (lower nob hill),mac pro 17 2011
2022-07-03 11:58,7495391724,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-2200retailasus-rog/7495391724.html,"$1,450", (noe valley),"($2200retail)Asus Rog Zephyrus 15,Ryzen9, RTX3070, 1TB SSD,Office2021"
2022-07-03 11:36,7497018252,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-macbook-retina-12-inch/7497018252.html,$319, (ingleside / SFSU / CCSF),"Macbook Retina 12-inch 2015 1.2GHz, 500GB SSD, 8GB Model A1534"
2022-07-03 11:29,7504328647,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-ops-apis-intel-celeron/7504328647.html,$300, (city of san francisco),OPS-APIS-Intel Celeron-64GB M.2 SSD-4GB RAM-Brand New in Box
2022-07-03 11:28,7504328405,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-macbook-pro-133-brand-new/7504328405.html,$440, (potrero hill),MacBook Pro 13.3”-Brand New Condition w/Box-have original receipt
2022-07-03 11:21,7504325496,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-old-imac-rubbing-ubuntu/7504325496.html,$170, (San Francisco),old iMac rubbing Ubuntu
2022-07-03 11:15,7504323364,https://sfbay.craigslist.org/sfc/sys/d/oakland-macbook-pro-15-inch-16gb-ram/7504323364.html,$300, (Temescal),MacBook Pro 15 inch / 16GB RAM / 250GB SSD
2022-07-03 10:46,7504312357,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-apple-airport-extreme/7504312357.html,$20, (San Francisco),Apple Airport Extreme Base Station Router A1521
2022-07-03 10:46,7504312277,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-netgear-wi-fi-extender/7504312277.html,$20, (San Francisco),Netgear Wi-Fi Extender AC1200 EX6150v2
2022-07-03 10:46,7504312190,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-samsung-23-led-computer/7504312190.html,$20, (San Francisco),Samsung 23” LED Computer Monitor
2022-07-03 10:31,7495388824,https://sfbay.craigslist.org/sfc/sys/d/oakland-apple-macbook-pro-13-price/7495388824.html,$450, (nob hill),"Apple MacBook Pro 13""-price reduced"
2022-07-03 10:21,7494120306,https://sfbay.craigslist.org/sfc/sys/d/san-leandro-dell-studio-xps-435tlikenew/7494120306.html,$197, (sunset / parkside),Dell Studio XPS 435T_likeNEW
2022-07-03 10:17,7504301014,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-intel-nuc-and-23-dell/7504301014.html,$200, (twin peaks / diamond hts),"Intel® NUC and a 23"" Dell monitor"
2022-07-03 09:35,7504284319,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-macbook-pro-inch-m1/7504284319.html,$900, (San Francisco),Macbook pro 2020 13 inch m1
2022-07-03 08:44,7504265425,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-asus-rog-strix-g15/7504265425.html,"$1,300", (San Francisco),Asus rog strix g15 advantage edition
2022-07-03 08:41,7498373002,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-156-gateway-laptop-bluray/7498373002.html,$180, (sunset / parkside),"15.6” Gateway laptop, bluray, good condition, Windows 7 Home premium"
2022-07-03 08:34,7499715095,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-monitor-desks-chair/7499715095.html,$0, (downtown / civic / van ness),monitor desks chair headset stand faux office plants office chair comp
2022-07-03 08:28,7504259633,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-like-new-sampo-single/7504259633.html,$30, (San Francisco),Like new SAMPO Single Disc CD / DVD / MP3 Player (SAMPO DVE-612)
2022-07-03 08:20,7504256997,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-aoc-computer-monitor-27/7504256997.html,$40, (mission district),"AOC Computer Monitor  27"" E2752VH"
2022-07-03 07:08,7504233427,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-lg-24-computer-monitor/7504233427.html,$60, (mission district),"LG 24"" Computer Monitor"
2022-07-03 06:37,7503437618,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-apple-usb-keyboard-full/7503437618.html,$35, (SOMA / south beach),Apple USB keyboard (full size)
2022-07-03 06:27,7500792815,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-fax-printer-machine/7500792815.html,"$1,200", (potrero hill),Fax/Printer machine
2022-07-03 06:27,7500793049,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-fax-printer/7500793049.html,$120, (potrero hill),Fax printer
2022-07-03 03:45,7502458773,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-dell-optiplex-7010-pc/7502458773.html,$60, (glen park),Dell Optiplex 7010 PC -  Intel Core i5-3470 Quad Core/8GB RAM/74GB HD
2022-07-03 00:13,7503391404,https://sfbay.craigslist.org/sfc/sys/d/aromas-dell-inspiron-600m-laptop/7503391404.html,$100, (Royal Oaks),Dell Inspiron 600m Laptop
2022-07-03 00:12,7499954345,https://sfbay.craigslist.org/sfc/sys/d/aromas-dell-vostro-1500-laptop/7499954345.html,$100, (Royal Oaks),Dell Vostro 1500 Laptop
2022-07-03 00:10,7495055618,https://sfbay.craigslist.org/sfc/sys/d/aromas-dell-inspiron-1000-laptop/7495055618.html,$100, (Royal Oaks),Dell Inspiron 1000 Laptop
2022-07-02 23:56,7501954131,https://sfbay.craigslist.org/sfc/sys/d/new-targus-notebook-case-154/7501954131.html,$25, (excelsior / outer mission),"New Targus Notebook Case 15.4"""
2022-07-02 23:20,7498217859,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-lacie-rikiki-500gb-mobile/7498217859.html,$50, (inner sunset / UCSF),LaCie Rikiki 500GB Mobile SSD External Portable USB 2.0 mini cable har
2022-07-02 22:34,7504179136,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-apple-care-until-late/7504179136.html,$950, (russian hill),"APPLE CARE UNTIL LATE 2023 MacBook Pro 13"" late-2020 Retina i5 2.0GHz"
2022-07-02 22:13,7504177221,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-imac-27-retina-5k-display/7504177221.html,$900, (inner sunset / UCSF),"iMac 27"" Retina 5K Display, 2019"
2022-07-02 20:08,7504160700,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-apple-usb-power-adapter/7504160700.html,$60, (mission district),Apple Usb-C Power Adapter 96W
2022-07-02 19:57,7504155361,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-apple-macbook-pro-15-inch/7504155361.html,$680, (SOMA / south beach),Apple MacBook Pro 15-inch Year 2017
2022-07-02 19:36,7504155177,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-laptop-microsoft-surface/7504155177.html,$300, (SOMA / south beach),Laptop Microsoft Surface Go 1 Touchscreen
2022-07-02 19:35,7504155120,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-microsoft-surface-docking/7504155120.html,$80, (SOMA / south beach),Microsoft Surface Docking Station
2022-07-02 19:05,7504149615,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-universal-audio-apollo/7504149615.html,$549, (city of san francisco),Universal Audio Apollo Solo Thunderbolt 3 Audio Interface
2022-07-02 18:50,7504142507,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-sony-vaio-vpc-eb32fm-155/7504142507.html,$300, (excelsior / outer mission),SONY VAIO VPC-EB32FM– 15.5 in Laptop with Microsoft Office 2013
2022-07-02 18:48,7504141082,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-sony-vaio-vpc-s111fm-133/7504141082.html,$400, (excelsior / outer mission),SONY VAIO VPC-S111FM – 13.3 in Laptop with Microsoft Office 2013
2022-07-02 18:33,7504143026,https://sfbay.craigslist.org/sfc/sys/d/alameda-macbook-pro/7504143026.html,$850, (ingleside / SFSU / CCSF),"MacBook Pro 13.3""  2020"
2022-07-02 18:10,7497750724,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-hp-compaq-8300-elite/7497750724.html,$200, (excelsior / outer mission),HP Compaq 8300 Elite Ultra-slim Desktop - Core i5 8GB 256 SSD Win 10 P
2022-07-02 18:09,7495397591,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-hp-elitedesk-800-g1-sff/7495397591.html,$250, (excelsior / outer mission),HP ELITEDESK 800 G1 SFF INTEL CORE i5-4590 3.3GHZ 8GB RAM 250GB SSD
2022-07-02 18:09,7493283445,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-macbook-11ghz-12-early-gb/7493283445.html,$200, (hayes valley),"MacBook 1.1GHz 12"" (Early 2015) 256GB SSD"
2022-07-02 18:04,7501058570,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-hp-laserjet-1300-laser/7501058570.html,$30, (inner sunset / UCSF),HP laserjet 1300 laser printer
2022-07-02 17:56,7501230599,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-dell-computer-monitor/7501230599.html,$170, (San Francisco),DELL COMPUTER MONITOR
2022-07-02 17:08,7501245180,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-hp60-black-and-tricolor/7501245180.html,$25, (inner sunset / UCSF),HP60 Black AND Tricolor Print Cartridges
2022-07-02 16:43,7503143631,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-8gb-2x4gb-1600-mhz-ddr3/7503143631.html,$30, (mission district),8GB 2x4GB 1600 MHz DDR3 Apple Ram Memory for iMac
2022-07-02 16:26,7495392569,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-alienware-area-51m/7495392569.html,"$1,800", (west portal / forest hill),"Alienware Area 51m, Graphics Amplifier, Headphones, Etc"
2022-07-02 16:20,7498220184,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-deluxe-8-thick-glass-desk/7498220184.html,$60, (downtown / civic / van ness),"Deluxe  3/8"" thick Glass Desk Accessories - Set of 8"
2022-07-02 16:04,7497991282,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-mac-mini-late-2014/7497991282.html,$180, (russian hill),Mac Mini Late 2014
2022-07-02 16:04,7497991306,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-high-spec-engineering/7497991306.html,$600, (marina / cow hollow),"High Spec/Engineering Lenovo Thinkpad P50 (Xeon, 32GB Ram)"
2022-07-02 16:01,7492719698,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-dell-8700-xps-pc-windows/7492719698.html,$199, (twin peaks / diamond hts),Dell 8700 XPS PC Windows 10 desktop 250 gb SSD 16gb RAM Cooler Master
2022-07-02 15:56,7504090737,https://sfbay.craigslist.org/sfc/sys/d/san-francisco-intel-10600k-gtx-1070/7504090737.html,$950, (San Francisco),"Intel 10600k, GTX 1070 Custom Watercooled Build"
